mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	4	1	b.i{	b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/8	3/8	6/8	4	1	V6	b	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	0	0	6/8	4	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
2	2	3/8	3/8	6/8	4	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	6/8	4	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
3	3	3/8	3/8	6/8	4	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
5	5	0	0	6/8	4	1	V/v	b	i		V/v	V				v			M	1	1	2, 6, 3		2	2
5	5	3/8	3/8	6/8	4	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
6	6	0	0	6/8	4	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
6	6	3/8	3/8	6/8	4	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
7	7	0	0	6/8	4	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	3/8	3/8	6/8	4	1	V6	b	i		V6	V		6					M	1	1	5, 2, 1		1	5
8	8	0	0	6/8	4	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	3/8	3/8	6/8	4	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
9	9	0	0	6/8	4	1	v6(2)	b	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
9	9	3/8	3/8	6/8	4	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	10	0	0	6/8	4	1	iv6(2)	b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
10	10	3/8	3/8	6/8	4	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	0	0	6/8	4	1	V|HC}{	b	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1
11	11	3/8	3/8	6/8	4	1	v.V6	b	v		V6	V		6					M	1	1	5, 2, 1		1	5
12	12	0	0	6/8	4	1	i	b	v		i	i							m	1	1	0, -3, 1		0	0
12	12	3/8	3/8	6/8	4	1	V	b	v		V	V							M	1	1	1, 5, 2		1	1
13	13	0	0	6/8	4	1	i	b	v		i	i							m	1	1	0, -3, 1		0	0
13	13	3/8	3/8	6/8	4	1	iv	b	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	0	0	6/8	4	1	V/iv	b	v		V/iv	V				iv			M	1	1	0, 4, 1		0	0
15	15	3/8	3/8	6/8	4	1	iv	b	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	16	0	0	6/8	4	1	i	b	v		i	i							m	1	1	0, -3, 1		0	0
16	16	3/8	3/8	6/8	4	1	#viio6	b	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
17	17	0	0	6/8	4	1	i6	b	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	3/8	3/8	6/8	4	1	V6	b	v		V6	V		6					M	1	1	5, 2, 1		1	5
18	18	0	0	6/8	4	1	i6	b	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
